CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
01-14-0076-46,01-201,GUATEMALA,AMATITLAN,LICEO MIXTO AMATITLANECO,"5A. CALLE, 3-73, BARRIO LA CRUZ",66335043,LUBIA DINETT CARAVANTES RODRIGUEZ,ALICIA AGRIPINA PACHECO DE LORINI,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0108-46,01-629,GUATEMALA,AMATITLAN,COLEGIO EDUCATIVO DE DESARROLLO INFORMÁTICO Y CIENTÍFICO DE AMATITLÁN,"CALLE C, LOTE 129 COLONIA LUPITA",66331401,BRENDA ISOLDA CONTRERAS ALVA DE LOPEZ,OLDIN ELEVIA SOFFÍA CAROLINA ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0122-46,01-201,GUATEMALA,AMATITLAN,LICEO MIXTO CRISTIANO PENIEL,"0 CALLE, 5-55, COLONIA VALLE VERDE II",66330043,LUBIA DINETT CARAVANTES RODRIGUEZ,IRIS HAYDEE IMERI ARAGON DE MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0130-46,01-629,GUATEMALA,AMATITLAN,COLEGIO MIXTO MARÍA JULIA RAMÍREZ GÓMEZ,"8A. CALLE 5-35, BARRIO HOSPITAL",66336307,BRENDA ISOLDA CONTRERAS ALVA DE LOPEZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0132-46,01-218,GUATEMALA,AMATITLAN,"INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA ""LOS CERRITOS""","ALDEA EL CERRITO, CARRETERA AL LAGO, KILÓMETRO 36.5, LOTE C-13",41804292,BENIGNO ISAIAS DE LEON OROZCO,DELIA ALEJANDRA ROLDÁN GÁLVEZ DE BLANCO,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0146-46,01-202,GUATEMALA,AMATITLAN,LICEO COLONIAL,"8 CALLE 3-22 BARRIO SAN ANTONIO, AMATITLAN, GUATEMALA",66330217,ELSA PATRICIA DE LEON MEJIA,SILVIA ARACELY HERNÁNDEZ ORTIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-0164-46,01-218,GUATEMALA,AMATITLAN,INSTITUTO DE EDUCACION POR COOPERATIVA DE ENSEÑANZA EMANUEL,"5A. AVENIDA FINAL, CANTON INGENIO",66337693,BENIGNO ISAIAS DE LEON OROZCO,NERY JONAS MIRANDA HERNANDEZ,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-6955-46,01-201,GUATEMALA,AMATITLAN,COLEGIO TECNICO INDUSTRIAL AMATITLAN,5A. AVENIDA 0-94,66332168,LUBIA DINETT CARAVANTES RODRIGUEZ,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-8167-46,01-629,GUATEMALA,AMATITLAN,COLEGIO MIXTO SAGRADA FAMILIA DE AMATITLAN,4A. AVENIDA 11-48 BARRIO EL ROSARIO,66332121,BRENDA ISOLDA CONTRERAS ALVA DE LOPEZ,MARIA CLARA MAZARIEGOS SAMAYOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-14-8474-46,01-201,GUATEMALA,AMATITLAN,ESCUELA NORMAL INTERCULTURAL DE AMATITLAN,2A. AVENIDA 7-35,66330716,LUBIA DINETT CARAVANTES RODRIGUEZ,Sin especificar,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR
01-15-0051-46,01-101,GUATEMALA,VILLA NUEVA,"INSTITUTO MIXTO NOCTURNO DE FORMACION TECNICA INTEGRAL ""CENTROAMERICANO""",ZONA 4,Sin especificar,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0102-46,01-105,GUATEMALA,VILLA NUEVA,"COLEGIO CRISTIANO ""HERMOSO JESUS""",Sin especificar,Sin especificar,SANTOS VICTORINO VASQUEZ PAXTOR,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0116-46,01-213,GUATEMALA,VILLA NUEVA,COLEGIO DE EDUCACION AVANZADA VERMONT,"2A AVENIDA ""B"" 1-28, COLONIA MONTE BELLO, ZONA 5",47584312,LILIANA LETICIA DUBON ESPINOZA,ZOILA EUSEBIA LOPEZ PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0150-46,01-221,GUATEMALA,VILLA NUEVA,COLEGIO PEDAGOGICO MODERNO,"6A. AVENIDA ""A"" 20-68. RESIDENCIALES FUENTES DEL VALLE II, ZONA 5",66404539,DALLANA ZUHEIDY FLORES CHINCHILLA,URSULA DERAS INTERIANO DE VERGANZA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-0153-46,01-206,GUATEMALA,VILLA NUEVA,"COLEGIO CRISTIANO MIXTO, JOSUE UNO TRES","3A. AVENIDA, 25-98, COLONIA VILLA LOBOS I, ZONA 12",24798309,INGRID ELIZABETH PEÑA TRUJILLO,GILDA LORENA SANCHEZ NORIEGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0157-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO LICEO MIXTO ORIENTAL GUATEMALTECO,"9A. CALLE, 5-67, ZONA 2, COLONIA VIILA DE LAS ROSAS, SAN JOSE",66301334,JUAN ENRIQUE MARTINEZ SOLANO,MARIA EUFRACIA QUEVEDO ORTIZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-0178-46,01-212,GUATEMALA,VILLA NUEVA,COLEGIO CRISTIANO HERMOSO JESUS,"1A. CALLE 6-91, ZONA 6",66368660,HAROLDO ENRIQUE NAVAS PAZ,EVA MARIA ALVAREZ SANCHINELLI,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0226-46,01-216,GUATEMALA,VILLA NUEVA,LICEO GUATEMALTECO ISAAC NEWTON,0 AVENIDA 0-07 COLONIA PRADOS DE SONORA,49349737,GLADYS IDALMA CHAVARRIA NIJ,NERY JONAS MIRANDA HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0233-46,01-213,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO SODIFAG,"4TA. AVENIDA, 3-10, ZONA 2, SAN JOSE VILLA NUEVA",54386956,LILIANA LETICIA DUBON ESPINOZA,AURA REYNOSA LOPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0241-46,01-213,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO VILLA LATINO,4A CALLE A 49-84 RESIDENCIALES NACIONES UNIDAS II ZONA 10,53356444,LILIANA LETICIA DUBON ESPINOZA,CINDY CAROLINA LARA ALAY,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0243-46,01-214,GUATEMALA,VILLA NUEVA,CENTRO DE EDUCACION PERSONALIZADA GUATE AMALA,"10A AVENIDA, 5-02 ZONA 4, COLONIA LINDA VISTA",66306798,HECTOR RAUL ESCUN VIDES,YOLANDA ALCANTARA MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0250-46,01-215,GUATEMALA,VILLA NUEVA,LICEO CRISTIANO BALUARTE DE LA ENSEÑANZA,"3 AVENIDA 8-55, ZONA 5, COLONIA ENRIQUETA",56618558,DORA BEATRIZ BARRIOS CRUZ,ROSA BEATRIZ MONROY MONZON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0277-46,01-210,GUATEMALA,VILLA NUEVA,COLEGIO METRO KIDS,"CALZADA AGUILAR BATRES, 45-55, ZONA 12",24791672,DINIZ ORALIA MORALES MUÑOZ,JENNE DINA BOSQUE MERRON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0282-46,01-411,GUATEMALA,VILLA NUEVA,"CENTRO EDUCATIVO IMB-PC EN LINEA, (IMB-PC ONLINE)","2A. CALLE, 0-20, ZONA 1, KILOMETRO 17.9",66260200,JUAN ENRIQUE MARTINEZ SOLANO,MARIA LUCRECIA LOPEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-0356-46,01-214,GUATEMALA,VILLA NUEVA,COLEGIO CALLE REAL,3A. CALLE 2-61 ZONA 1,66310057,HECTOR RAUL ESCUN VIDES,OSCAR ENRIQUE SANCHEZ SIGUENZA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0435-46,01-216,GUATEMALA,VILLA NUEVA,INSTITUTO TECNICO SUPERIOR MARIA AUXILIADORA,"6ª. CALLE A, 5-30, LOTE 352, COVINTA",58576315,GLADYS IDALMA CHAVARRIA NIJ,PEDRO JOAQUIN GARZA ASENCIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0458-46,01-215,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO JOSÉ MILLA Y VIDAURRE,"2A. CALLE 2-43, ZONA 1",66364010,DORA BEATRIZ BARRIOS CRUZ,EMMA MARINA VARGAS CORONA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0479-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO RAFAEL AREVALO MARTÍNEZ,"7A. AVENIDA 7-55, ZONA 3, BÁRCENAS",66269330,JUAN ENRIQUE MARTINEZ SOLANO,OTTO DAVID GUAMUCH TUBAC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-0481-46,01-212,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO JUAN JACOBO ROUSSEAU,"4A. AVENIDA 2-57, ZONA 4, COLONIA VENECIA II",66311745,HAROLDO ENRIQUE NAVAS PAZ,ANA PATRICIA MANCILLA DE LA ROCA DE VON QUEDNOW,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0516-46,01-215,GUATEMALA,VILLA NUEVA,COLEGIO TECNOLÓGICO CEDROS DE LIBANO,"9 AVENIDA ""B"" 19-24 ZONA 5, FUENTES DEL VALLE 2",66694228,DORA BEATRIZ BARRIOS CRUZ,ANA ROSARIO SOTO CAMPOS DE FUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0539-46,01-411,GUATEMALA,VILLA NUEVA,"LICEO CRISTIANO ""SENDAS NUEVAS""","13A. AVENIDA ""A"" 14-46 ZONA 2, COLONIA SAN RAFAEL RAMÍREZ",66293757,JUAN ENRIQUE MARTINEZ SOLANO,ESWIN ROLANDO LÓPEZ CATALÁN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-0554-46,01-411,GUATEMALA,VILLA NUEVA,LICEO PIERRE DE FERMAT II,"6A. CALLE 6-58, ZONA 1",66313576,JUAN ENRIQUE MARTINEZ SOLANO,CLAUDIA MARIA CHILIN SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-0576-46,01-218,GUATEMALA,VILLA NUEVA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA BÁRCENAS,"12A. AVENIDA 2-32 ZONA 3, BÁRCENA",66295395,BENIGNO ISAIAS DE LEON OROZCO,ROSA ADELAIDA TORIBIO PERDOMO DE LOPEZ,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0598-46,01-206,GUATEMALA,VILLA NUEVA,COLEGIO MIS PEQUEÑOS EINSTEIN,"3A. AVENIDA 53-36 ZONA 12, COLONIA VILLA LOBOS II",46459110,INGRID ELIZABETH PEÑA TRUJILLO,CLAUDIA FANNI BORRAYO LUCERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0599-46,01-216,GUATEMALA,VILLA NUEVA,"CENTRO EDUCATIVO CRISTIANO ""LIGA DE VIDA NUEVA""",5A. CALLE 15-20 ZONA 4,66278010,GLADYS IDALMA CHAVARRIA NIJ,HEIDI YESENIA GRAMAJO GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0602-46,01-206,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO DIVINA INFANCIA,"22A. CALLE 7-37, ZONA 5, RESIDENCIALES FUENTES DEL VALLE II",66759009,INGRID ELIZABETH PEÑA TRUJILLO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0603-46,01-221,GUATEMALA,VILLA NUEVA,COLEGIO EPISCOPAL CANTERBURY VILLANOVANO,"3ERA. CALLE 9-01 ZONA 2, COLONIA SAN JOSE",54835924,DALLANA ZUHEIDY FLORES CHINCHILLA,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-0608-46,01-411,GUATEMALA,VILLA NUEVA,"CENTRO DE ESTUDIOS DE INFORMÁTICA, COMPUTACIÓN Y TECNOLOGÍA","9A. AVENIDA A, 1-32 ZONA 1",50184683,JUAN ENRIQUE MARTINEZ SOLANO,ESTER NOEMÍ JUAREZ MENDEZ DE CONCOGUA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-2073-46,01-214,GUATEMALA,VILLA NUEVA,LICEO JAVIER,"CALZADA AGUILAR BATRES, 38-51 ZONA 12",23245999,HECTOR RAUL ESCUN VIDES,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-2075-46,01-102,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO CATOLICO,7A CALLE 3-40 ZONA 1,Sin especificar,ZIZI ARELY LOPEZ CHINCHILLA,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-2080-46,01-101,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO VILLA NUEVA,5A AVE. 4-58 ZONA 1,Sin especificar,MARIA ESTELA MARROQUIN CHUR DE ORTEGA,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-2400-46,01-219,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO 'NUESTRA PATRIA',ANEXO I CASA No.14 COLONIA CIUDAD REAL II,Sin especificar,FLOR DE MARIA HERNANDEZ MOLINA,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-2412-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 17 DE ABRIL,3A CALLE 5-43 ZONA 4 COLONIA VENECIA II,Sin especificar,JUAN ENRIQUE MARTINEZ SOLANO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA SUR
01-15-2722-46,00-000,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'COLEGIO CENTRO EDUCATIVO MODERNO',4A AVENIDA 6-29 ZONA 1,Sin especificar,Sin especificar,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-3043-46,01-212,GUATEMALA,VILLA NUEVA,CENTRO DE ESTUDIOS DE INFORMATICA COMPUTACION Y TECNOLOGIA,9ª. AVENIDA A 1-32 ZONA 1 VILLA NUEVA,66365889,HAROLDO ENRIQUE NAVAS PAZ,ESTER NOEMÍ JUAREZ MENDEZ DE CONCOGUA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-4435-46,00-000,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO 'GUATEMALA DE LA ASUNCION',4A CALLE 6-91 ZONA 1,Sin especificar,Sin especificar,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),GUATEMALA SUR
01-15-6187-46,01-213,GUATEMALA,VILLA NUEVA,CENTRO CRISTIANO EDUCACIONAL VIDA S.A.,SAN ANTONIO EL FRUTAL ZONA 6,66356712,LILIANA LETICIA DUBON ESPINOZA,ISIS SAMANDA BARILLAS GUZMAN DE PACHECHO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-6271-46,00-000,GUATEMALA,VILLA NUEVA,CENTRO INDUSTRIAL NO. 7 ANEXO A LA EOUM NO. 99 'CONFEDERACION SUIZA',"5A CALLE 4-96 ZONA 11 COL CASTAÑAS, VILLA NUEVA. GUATEMALA",Sin especificar,Sin especificar,Sin especificar,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-6655-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO MIXTO DE DIVERSIFICADO BARCENAS,12AV. 2-32 ZONA 3 BARCENAS,52025862,JUAN ENRIQUE MARTINEZ SOLANO,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA SUR
01-15-6931-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO SABATINO LA SABIDURIA,"4A. AVENIDA 1-65, COLONIA VENECIA II ZONA 4",58945078,JUAN ENRIQUE MARTINEZ SOLANO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-7065-46,01-411,GUATEMALA,VILLA NUEVA,LICEO MIXTO CRISTIANO 'PIAGET',"2A. AV. 4-60 ZONA 12, CIUDAD REAL I",42190100,JUAN ENRIQUE MARTINEZ SOLANO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-7072-46,01-221,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO INTEGRAL MIXTO 'FUENTE DE SAN JOSE' -FSJ-,LOTE 39 COLONIA JACARANDA,66619815,DALLANA ZUHEIDY FLORES CHINCHILLA,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-7090-46,01-213,GUATEMALA,VILLA NUEVA,LICEO MIXTO EN COMPUTACION MIRALVALLE,1A. A 2-09 ZONA 2,66300484,LILIANA LETICIA DUBON ESPINOZA,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-7202-46,01-219,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO 'AMOR Y ENSEÑANZA',"12 CALLE LOTE B, LO DE RAMIREZ, BARCENAS",66369570,FLOR DE MARIA HERNANDEZ MOLINA,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-7226-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO 'AMOR Y SABIDURIA',10A CALLE 5-05 RESIDENCIALES CATALINA ZONA 6,66312601,JUAN ENRIQUE MARTINEZ SOLANO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-7460-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO NOCTURNO LA ILUSTRACION,1AV. A 2-09 ZONA 2 SAN JOSE VILLA NUEVA,66311359,JUAN ENRIQUE MARTINEZ SOLANO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA SUR
01-15-7696-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO EVANGELICO MIXTO 'EL MESIAS',"12 AVENIDA 4-98 ZONA 4 COLONIA LINDA VISTA, VILLA NUEVA",42509696,JUAN ENRIQUE MARTINEZ SOLANO,MARTIN FLORES SOTO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-7716-46,01-,GUATEMALA,VILLA NUEVA,COLEGIO PAZ DESARROLLO Y EXITO,2A. CALLE 2-43 ZONA 1,Sin especificar,MARIA FELICITA ROQUE CARRERA,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA SUR
01-15-7754-46,01-411,GUATEMALA,VILLA NUEVA,LICEO BILINGUE AMERICANO VERA ELISA,"9A. AVENIDA 1-60 ZONA 5, COLONIA EL FRUTAL",56134501,JUAN ENRIQUE MARTINEZ SOLANO,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR
01-15-7762-46,01-219,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO VOCACIONAL 'GALILEI',9A.CALLE 8-25 ZONA 6 RESIDENCIALES CATALINA,57047504,FLOR DE MARIA HERNANDEZ MOLINA,Sin especificar,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR
01-15-7826-46,01-214,GUATEMALA,VILLA NUEVA,COLEGIO CRISTIANO EL OLIVO,"6A. AVENIDA 8-90 ZONA 2, SAN JOSE VILLANUEVA",66353256,HECTOR RAUL ESCUN VIDES,JUANA ELIZABETH ROMPICH XOLIX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-7858-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUO MIXTO NOCTURNO EL ANGEL,1A. CALLE 1-63 ZONA 5,66313297-58964749,JUAN ENRIQUE MARTINEZ SOLANO,ILMA SERAFINA VILLEDA PORRAS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA SUR
01-15-7865-46,00-000,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO 'LA ILUSTRACION',1A. AVENIDA 'A' 2-09 ZONA 2. SAN JOSE,66300484,Sin especificar,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,SABATINO,GUATEMALA SUR
01-15-7960-46,01-213,GUATEMALA,VILLA NUEVA,LICEO MIXTO EN COMPUTACION 'MIRALVALLE',1A. AVENIDA 'A' 2-09 ZONA 2 SAN JOSE VILLA NUEVA,66300484,LILIANA LETICIA DUBON ESPINOZA,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-7971-46,01-221,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO EVANGELICO LA VERDAD,10A. AVENIDA 3-95 ZONA 3 ALDEA BARCENAS,66293335,DALLANA ZUHEIDY FLORES CHINCHILLA,Sin especificar,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR
01-15-8660-46,01-213,GUATEMALA,VILLA NUEVA,COLEGIO CAMPO ALTO,"1 AVENIDA 2-61 ZONA 7, RESIDENCIALES COLINAS DE MONTE MARIA",55742521,LILIANA LETICIA DUBON ESPINOZA,GLADYS JEANNETH CUYUN BOCHE DE CASTAÑEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR
